investor_id,sip_transaction_count,average_gap_days,total_sip_amount,status
INV004299,8,64.14,79344,At-Risk
INV000786,9,64.12,73859,At-Risk
INV000734,8,64.0,108076,At-Risk
INV002783,7,64.0,63570,At-Risk
INV002675,8,63.86,104247,At-Risk
INV004978,7,63.83,88463,At-Risk
INV002211,7,63.83,75896,At-Risk
INV004124,6,63.8,99942,At-Risk
INV000567,6,63.8,33277,At-Risk
INV000994,6,63.8,55817,At-Risk
INV003393,8,63.71,73545,At-Risk
INV004911,7,63.67,86745,At-Risk
INV002018,6,63.6,22792,At-Risk
INV001394,8,63.57,127115,At-Risk
INV001778,8,63.57,54721,At-Risk
INV002143,8,63.57,73958,At-Risk
INV001865,7,63.5,37490,At-Risk
INV002800,7,63.5,92767,At-Risk
INV002322,6,63.4,54669,At-Risk
INV003279,9,63.38,155774,At-Risk
INV003370,7,63.33,82199,At-Risk
INV000678,7,63.33,36623,At-Risk
INV003787,9,63.25,87076,At-Risk
INV004967,6,63.2,35869,At-Risk
INV002265,7,63.17,74670,At-Risk
INV004151,8,63.14,110790,At-Risk
INV004172,8,63.0,93496,At-Risk
INV004343,6,63.0,93065,At-Risk
INV002453,7,63.0,76815,At-Risk
INV001497,9,63.0,77902,At-Risk
INV004576,6,63.0,20595,At-Risk
INV001837,7,62.83,75034,At-Risk
INV000675,6,62.8,23160,At-Risk
INV003097,8,62.71,151274,At-Risk
INV000289,8,62.71,81640,At-Risk
INV000400,6,62.6,21256,At-Risk
INV003169,6,62.6,31020,At-Risk
INV002251,6,62.6,140754,At-Risk
INV000205,8,62.57,72091,At-Risk
INV001697,9,62.5,118132,At-Risk
INV003905,7,62.5,70428,At-Risk
INV004464,7,62.5,40228,At-Risk
INV002111,8,62.43,84899,At-Risk
INV000568,6,62.4,106953,At-Risk
INV003357,6,62.4,56022,At-Risk
INV003625,6,62.4,87326,At-Risk
INV000646,7,62.33,76212,At-Risk
INV002659,7,62.33,96575,At-Risk
INV000268,7,62.33,79605,At-Risk
INV004009,8,62.29,107439,At-Risk
INV002196,8,62.14,123014,At-Risk
INV001909,8,62.14,77716,At-Risk
INV000874,9,62.12,38895,At-Risk
INV004819,7,62.0,16931,At-Risk
INV002570,7,62.0,26296,At-Risk
INV004813,6,62.0,82203,At-Risk
INV004014,9,61.88,90606,At-Risk
INV002654,8,61.86,97131,At-Risk
INV004266,7,61.83,35786,At-Risk
INV000164,6,61.8,25253,At-Risk
INV000180,6,61.8,15924,At-Risk
INV001551,6,61.8,18205,At-Risk
INV003257,6,61.8,145848,At-Risk
INV003723,6,61.8,39630,At-Risk
INV001117,8,61.71,53882,At-Risk
INV002216,8,61.71,122472,At-Risk
INV001802,7,61.67,99376,At-Risk
INV004125,9,61.62,109430,At-Risk
INV002826,6,61.6,16841,At-Risk
INV004450,6,61.6,134333,At-Risk
INV004484,6,61.6,55149,At-Risk
INV002290,6,61.6,49049,At-Risk
INV002568,8,61.57,138384,At-Risk
INV004361,8,61.57,23906,At-Risk
INV003913,8,61.43,52158,At-Risk
INV004753,6,61.4,55874,At-Risk
INV002722,6,61.4,36876,At-Risk
INV003432,7,61.33,63809,At-Risk
INV000854,9,61.25,149355,At-Risk
INV003221,7,61.17,188581,At-Risk
INV003271,7,61.17,38769,At-Risk
INV002368,7,61.17,36706,At-Risk
INV004755,7,61.17,46605,At-Risk
INV004239,8,61.14,78887,At-Risk
INV000163,8,61.0,58271,At-Risk
INV003242,7,61.0,60420,At-Risk
INV004411,6,61.0,72503,At-Risk
INV003509,9,60.88,91824,At-Risk
INV003215,7,60.83,30900,At-Risk
INV000986,7,60.83,166388,At-Risk
INV000441,6,60.8,45638,At-Risk
INV000029,7,60.67,90012,At-Risk
INV001605,8,60.57,161888,At-Risk
INV001234,8,60.57,91103,At-Risk
INV000939,8,60.57,69507,At-Risk
INV002939,7,60.5,52116,At-Risk
INV003457,7,60.5,75273,At-Risk
INV003654,7,60.5,112702,At-Risk
INV003708,7,60.5,27823,At-Risk
INV004319,9,60.5,118001,At-Risk
INV001937,8,60.43,52043,At-Risk
INV001140,6,60.4,39628,At-Risk
INV002151,9,60.38,185290,At-Risk
INV001001,8,60.29,67731,At-Risk
INV002127,6,60.2,66425,At-Risk
INV001662,6,60.2,67445,At-Risk
INV001355,6,60.2,41992,At-Risk
INV001950,7,60.17,88383,At-Risk
INV003862,7,60.17,64749,At-Risk
INV001217,8,60.14,99061,At-Risk
INV003273,8,60.14,195095,At-Risk
INV004531,8,60.0,185354,At-Risk
INV002369,6,60.0,142348,At-Risk
INV004153,8,60.0,147218,At-Risk
INV002319,7,60.0,77278,At-Risk
INV001806,8,60.0,98260,At-Risk
INV000768,8,60.0,81075,At-Risk
INV001656,8,59.86,78037,At-Risk
INV002804,8,59.86,50641,At-Risk
INV001458,7,59.83,78518,At-Risk
INV003214,6,59.8,58100,At-Risk
INV000228,9,59.75,239176,At-Risk
INV004924,9,59.75,166708,At-Risk
INV000778,8,59.71,99237,At-Risk
INV000123,7,59.67,113633,At-Risk
INV002808,7,59.67,114782,At-Risk
INV004602,9,59.62,105254,At-Risk
INV000260,8,59.57,139633,At-Risk
INV000893,7,59.5,93208,At-Risk
INV001064,9,59.5,151648,At-Risk
INV003146,9,59.5,116340,At-Risk
INV003360,8,59.43,66401,At-Risk
INV000776,8,59.43,40424,At-Risk
INV003459,6,59.4,42636,At-Risk
INV003372,6,59.4,31020,At-Risk
INV000877,6,59.4,116062,At-Risk
INV003301,9,59.38,183141,At-Risk
INV002793,7,59.33,73091,At-Risk
INV000371,8,59.29,71985,At-Risk
INV004372,6,59.2,63764,At-Risk
INV000907,6,59.2,26520,At-Risk
INV000529,6,59.2,23027,At-Risk
INV003627,7,59.17,16009,At-Risk
INV001924,7,59.17,95896,At-Risk
INV004594,8,59.14,84370,At-Risk
INV002401,8,59.14,30941,At-Risk
INV004956,8,59.14,51297,At-Risk
INV002704,8,59.14,75458,At-Risk
INV003491,9,59.12,58181,At-Risk
INV000589,9,59.12,69345,At-Risk
INV001235,9,59.0,125966,At-Risk
INV003406,8,59.0,104922,At-Risk
INV001803,6,59.0,29638,At-Risk
INV003734,8,59.0,69855,At-Risk
INV001680,9,58.88,47015,At-Risk
INV001951,7,58.83,39840,At-Risk
INV001866,6,58.8,52342,At-Risk
INV001927,6,58.8,42729,At-Risk
INV004099,6,58.8,82312,At-Risk
INV004477,8,58.71,32359,At-Risk
INV004635,7,58.67,85919,At-Risk
INV003528,9,58.62,143222,At-Risk
INV000023,8,58.57,202529,At-Risk
INV002157,7,58.5,66010,At-Risk
INV002737,8,58.43,102279,At-Risk
INV002162,9,58.38,176674,At-Risk
INV000827,8,58.29,46159,At-Risk
INV003003,9,58.25,43344,At-Risk
INV003187,9,58.25,51008,At-Risk
INV004098,6,58.2,62582,At-Risk
INV001599,6,58.2,52681,At-Risk
INV004199,6,58.2,107979,At-Risk
INV000403,6,58.2,74178,At-Risk
INV000929,7,58.17,150139,At-Risk
INV002994,7,58.17,109553,At-Risk
INV001823,8,58.14,30886,At-Risk
INV001116,9,58.12,74728,At-Risk
INV001202,8,58.0,54919,At-Risk
INV000194,7,58.0,61857,At-Risk
INV000718,7,57.83,52719,At-Risk
INV003063,7,57.83,27315,At-Risk
INV003851,7,57.83,110621,At-Risk
INV000445,9,57.75,52898,At-Risk
INV002343,9,57.75,97388,At-Risk
INV003036,8,57.71,134774,At-Risk
INV000173,7,57.67,78387,At-Risk
INV004983,7,57.67,172616,At-Risk
INV001777,9,57.62,115340,At-Risk
INV002230,8,57.57,170960,At-Risk
INV001160,8,57.57,45043,At-Risk
INV003075,8,57.43,169132,At-Risk
INV003407,8,57.43,51571,At-Risk
INV003780,8,57.43,76001,At-Risk
INV002415,8,57.43,96841,At-Risk
INV004776,9,57.38,81198,At-Risk
INV001387,9,57.25,111470,At-Risk
INV003219,6,57.2,111640,At-Risk
INV001442,9,57.12,67217,At-Risk
INV001631,6,57.0,9317,At-Risk
INV002329,7,57.0,94661,At-Risk
INV001137,7,57.0,35691,At-Risk
INV000012,8,57.0,40139,At-Risk
INV000105,8,57.0,86911,At-Risk
INV004306,7,57.0,74056,At-Risk
INV003140,8,57.0,47273,At-Risk
INV004391,6,57.0,48086,At-Risk
INV001532,7,56.83,82757,At-Risk
INV001737,7,56.83,103141,At-Risk
INV004715,7,56.83,95968,At-Risk
INV001516,6,56.8,106727,At-Risk
INV003308,9,56.75,133172,At-Risk
INV002838,8,56.71,85390,At-Risk
INV000467,10,56.67,65408,At-Risk
INV003478,9,56.62,135853,At-Risk
INV003403,6,56.6,50522,At-Risk
INV001993,6,56.6,42253,At-Risk
INV003391,6,56.6,75689,At-Risk
INV001585,6,56.6,61091,At-Risk
INV004063,8,56.57,82106,At-Risk
INV000191,7,56.5,68656,At-Risk
INV003374,7,56.5,49043,At-Risk
INV002471,6,56.4,65355,At-Risk
INV003178,6,56.4,39480,At-Risk
INV003945,7,56.33,109342,At-Risk
INV000690,8,56.29,169171,At-Risk
INV003179,9,56.25,64309,At-Risk
INV001841,6,56.2,48729,At-Risk
INV002794,7,56.17,62084,At-Risk
INV001383,8,56.14,80080,At-Risk
INV003748,8,56.14,41447,At-Risk
INV000183,9,56.12,86040,At-Risk
INV002575,9,56.12,155419,At-Risk
INV002360,9,56.12,147868,At-Risk
INV004868,8,56.0,125207,At-Risk
INV001654,7,56.0,108816,At-Risk
INV003979,8,56.0,25613,At-Risk
INV001597,7,56.0,99091,At-Risk
INV004607,8,56.0,50699,At-Risk
INV003475,9,56.0,75542,At-Risk
INV000131,7,56.0,102201,At-Risk
INV001053,8,55.86,46140,At-Risk
INV001804,8,55.86,97734,At-Risk
INV004891,8,55.86,122650,At-Risk
INV000615,7,55.83,29577,At-Risk
INV002025,7,55.83,52531,At-Risk
INV002171,7,55.83,55736,At-Risk
INV004106,6,55.8,127689,At-Risk
INV004094,6,55.8,67103,At-Risk
INV000547,6,55.8,37135,At-Risk
INV000280,9,55.75,145194,At-Risk
INV004243,8,55.71,88380,At-Risk
INV001564,8,55.71,74288,At-Risk
INV002572,8,55.71,126760,At-Risk
INV000395,7,55.67,23004,At-Risk
INV003158,9,55.62,95466,At-Risk
INV000843,6,55.6,49484,At-Risk
INV002409,8,55.57,88823,At-Risk
INV001757,8,55.57,16121,At-Risk
INV000093,7,55.5,141515,At-Risk
INV000822,7,55.5,68933,At-Risk
INV002942,9,55.5,85118,At-Risk
INV003398,8,55.43,47267,At-Risk
INV002361,6,55.4,123135,At-Risk
INV001979,6,55.4,78262,At-Risk
INV002400,9,55.38,37008,At-Risk
INV002697,7,55.33,61207,At-Risk
INV001102,7,55.33,87539,At-Risk
INV000013,7,55.33,75613,At-Risk
INV002767,7,55.33,54936,At-Risk
INV003892,10,55.22,134271,At-Risk
INV001653,6,55.2,76639,At-Risk
INV004112,6,55.2,39234,At-Risk
INV003139,7,55.17,79357,At-Risk
INV004504,8,55.14,132537,At-Risk
INV000789,8,55.14,110683,At-Risk
INV001858,8,55.14,111198,At-Risk
INV003189,9,55.12,34519,At-Risk
INV003906,10,55.11,110358,At-Risk
INV004973,9,55.0,90235,At-Risk
INV000546,9,55.0,92002,At-Risk
INV000524,7,55.0,118571,At-Risk
INV001485,9,55.0,113230,At-Risk
INV001871,7,55.0,104709,At-Risk
INV004608,8,55.0,54558,At-Risk
INV002033,7,55.0,43182,At-Risk
INV004533,7,55.0,125539,At-Risk
INV000894,6,55.0,36994,At-Risk
INV004116,10,54.89,71428,At-Risk
INV004642,6,54.8,80404,At-Risk
INV000641,6,54.8,92825,At-Risk
INV000512,9,54.75,73426,At-Risk
INV001971,8,54.71,96207,At-Risk
INV003952,7,54.67,105758,At-Risk
INV003015,7,54.67,114153,At-Risk
INV001308,9,54.62,145248,At-Risk
INV004901,6,54.6,148100,At-Risk
INV004574,8,54.57,74831,At-Risk
INV004737,10,54.56,96021,At-Risk
INV000372,7,54.5,89873,At-Risk
INV001603,7,54.5,64051,At-Risk
INV004521,7,54.5,106363,At-Risk
INV003070,9,54.5,116790,At-Risk
INV000097,7,54.5,155107,At-Risk
INV000683,9,54.5,47678,At-Risk
INV000341,8,54.43,76460,At-Risk
INV000356,6,54.4,72865,At-Risk
INV004638,7,54.33,62637,At-Risk
INV003586,8,54.29,138874,At-Risk
INV001504,9,54.25,131804,At-Risk
INV001811,9,54.25,234390,At-Risk
INV004621,9,54.25,102050,At-Risk
INV001051,8,54.14,57451,At-Risk
INV002179,8,54.14,77276,At-Risk
INV004848,9,54.12,116418,At-Risk
INV000359,9,54.12,93451,At-Risk
INV000631,6,54.0,45319,At-Risk
INV000901,6,54.0,36100,At-Risk
INV004528,7,54.0,138706,At-Risk
INV003351,6,54.0,104400,At-Risk
INV004414,8,53.86,102062,At-Risk
INV004459,7,53.83,73438,At-Risk
INV003277,8,53.71,81268,At-Risk
INV002459,8,53.71,40242,At-Risk
INV004241,10,53.67,103788,At-Risk
INV004798,7,53.67,63589,At-Risk
INV000388,9,53.62,109420,At-Risk
INV000262,8,53.57,47209,At-Risk
INV003669,7,53.5,90038,At-Risk
INV000642,9,53.5,109817,At-Risk
INV000265,10,53.44,203433,At-Risk
INV001195,8,53.43,127687,At-Risk
INV001060,9,53.38,113690,At-Risk
INV004267,7,53.33,70239,At-Risk
INV002921,7,53.33,150805,At-Risk
INV002282,6,53.2,90468,At-Risk
INV003642,7,53.17,114117,At-Risk
INV002850,7,53.17,60216,At-Risk
INV002666,7,53.17,50807,At-Risk
INV004555,8,53.14,111824,At-Risk
INV003005,8,53.14,92598,At-Risk
INV001616,9,53.0,153361,At-Risk
INV000942,7,53.0,138493,At-Risk
INV000751,9,53.0,42163,At-Risk
INV002413,8,53.0,63974,At-Risk
INV002822,7,53.0,79723,At-Risk
INV002496,6,53.0,28341,At-Risk
INV002744,10,52.89,64967,At-Risk
INV004282,8,52.86,64136,At-Risk
INV003534,8,52.71,53508,At-Risk
INV003375,8,52.71,135524,At-Risk
INV002847,10,52.67,54971,At-Risk
INV003938,7,52.5,53978,At-Risk
INV001739,9,52.5,113721,At-Risk
INV002367,7,52.5,52309,At-Risk
INV004974,8,52.43,87162,At-Risk
INV000556,8,52.43,126416,At-Risk
INV000634,9,52.25,98595,At-Risk
INV000698,9,52.25,77848,At-Risk
INV004348,6,52.2,151261,At-Risk
INV002349,6,52.2,31786,At-Risk
INV002591,6,52.2,29695,At-Risk
INV000428,8,52.14,54350,At-Risk
INV000309,8,52.0,63146,At-Risk
INV000148,9,52.0,90012,At-Risk
INV003630,7,52.0,32857,At-Risk
INV004023,10,52.0,135403,At-Risk
INV003761,8,51.86,29681,At-Risk
INV003740,7,51.83,122048,At-Risk
INV002951,7,51.83,41135,At-Risk
INV001514,7,51.83,150056,At-Risk
INV001208,7,51.83,68466,At-Risk
INV001315,7,51.83,62854,At-Risk
INV001709,6,51.8,50259,At-Risk
INV000596,9,51.75,169915,At-Risk
INV001628,8,51.71,111394,At-Risk
INV001649,10,51.67,113458,At-Risk
INV002237,7,51.67,61264,At-Risk
INV002083,10,51.67,142753,At-Risk
INV003695,7,51.67,31236,At-Risk
INV002508,9,51.62,128547,At-Risk
INV002733,8,51.57,56424,At-Risk
INV003431,6,51.4,65461,At-Risk
INV002598,9,51.38,121198,At-Risk
INV002974,7,51.33,91467,At-Risk
INV003581,8,51.29,39296,At-Risk
INV001299,9,51.25,67906,At-Risk
INV003964,10,51.22,123334,At-Risk
INV001826,6,51.2,43001,At-Risk
INV004611,7,51.17,141572,At-Risk
INV000201,9,51.12,98278,At-Risk
INV001061,9,51.12,99794,At-Risk
INV003236,9,51.12,120464,At-Risk
INV003681,9,51.0,26004,At-Risk
INV003256,7,51.0,94745,At-Risk
INV004917,7,51.0,108261,At-Risk
INV003530,6,51.0,78084,At-Risk
INV003091,9,50.88,35993,At-Risk
INV001219,8,50.86,90473,At-Risk
INV004843,8,50.86,74856,At-Risk
INV003812,7,50.83,52802,At-Risk
INV000573,7,50.83,114632,At-Risk
INV002199,7,50.83,22813,At-Risk
INV000527,6,50.8,115570,At-Risk
INV004427,11,50.8,121193,At-Risk
INV002389,10,50.78,37401,At-Risk
INV003771,10,50.78,111757,At-Risk
INV001886,9,50.75,73898,At-Risk
INV001295,9,50.75,66843,At-Risk
INV000331,8,50.71,124378,At-Risk
INV003722,7,50.67,192710,At-Risk
INV004472,7,50.67,33126,At-Risk
INV004630,9,50.62,110756,At-Risk
INV003738,6,50.6,21307,At-Risk
INV004643,6,50.6,119017,At-Risk
INV001728,8,50.57,142998,At-Risk
INV001361,7,50.5,99669,At-Risk
INV001314,10,50.44,196028,At-Risk
INV001526,6,50.4,45632,At-Risk
INV000981,6,50.4,68442,At-Risk
INV000252,6,50.4,103128,At-Risk
INV002422,10,50.33,78015,At-Risk
INV003903,8,50.29,70037,At-Risk
INV004279,8,50.29,185997,At-Risk
INV003404,8,50.29,80637,At-Risk
INV002590,10,50.22,151056,At-Risk
INV004149,6,50.2,91943,At-Risk
INV003975,8,50.14,64647,At-Risk
INV004135,10,50.11,66097,At-Risk
INV002689,8,50.0,78790,At-Risk
INV003599,6,50.0,94188,At-Risk
INV003847,8,50.0,74501,At-Risk
INV004455,6,50.0,21070,At-Risk
INV002893,9,50.0,67163,At-Risk
INV004447,7,49.83,111566,At-Risk
INV003655,10,49.78,180197,At-Risk
INV000057,8,49.71,90907,At-Risk
INV004258,7,49.67,26892,At-Risk
INV002554,7,49.67,51011,At-Risk
INV001800,7,49.67,100392,At-Risk
INV002475,10,49.67,65140,At-Risk
INV002527,7,49.67,9444,At-Risk
INV000399,10,49.56,58193,At-Risk
INV001759,10,49.56,108215,At-Risk
INV000452,9,49.38,84270,At-Risk
INV000853,10,49.33,61865,At-Risk
INV002904,7,49.33,21362,At-Risk
INV003582,7,49.33,74240,At-Risk
INV000612,11,49.3,123648,At-Risk
INV001673,11,49.3,81749,At-Risk
INV002915,8,49.29,115638,At-Risk
INV002195,9,49.25,141661,At-Risk
INV003495,10,49.22,76439,At-Risk
INV003018,6,49.2,48461,At-Risk
INV002437,7,49.17,180355,At-Risk
INV004981,8,49.14,53117,At-Risk
INV000069,10,49.11,156054,At-Risk
INV002813,7,49.0,58938,At-Risk
INV002206,7,49.0,119856,At-Risk
INV004338,10,48.89,134505,At-Risk
INV001636,9,48.88,35935,At-Risk
INV000239,8,48.86,161292,At-Risk
INV000977,10,48.78,129735,At-Risk
INV002294,8,48.71,93669,At-Risk
INV001995,6,48.6,76418,At-Risk
INV000255,6,48.6,34653,At-Risk
INV001423,8,48.57,64384,At-Risk
INV004712,8,48.57,119402,At-Risk
INV003829,10,48.56,46819,At-Risk
INV002185,6,48.4,87101,At-Risk
INV004560,9,48.38,83591,At-Risk
INV003559,10,48.33,131836,At-Risk
INV003007,9,48.25,50688,At-Risk
INV000073,9,48.25,113509,At-Risk
INV002552,10,48.22,117496,At-Risk
INV004049,6,48.2,24571,At-Risk
INV002870,6,48.2,46965,At-Risk
INV002935,7,48.0,50280,At-Risk
INV003115,6,48.0,103814,At-Risk
INV003311,9,48.0,43171,At-Risk
INV001348,7,47.83,91022,At-Risk
INV002407,7,47.83,68991,At-Risk
INV000847,6,47.8,20771,At-Risk
INV003634,6,47.8,65193,At-Risk
INV001986,7,47.67,93572,At-Risk
INV003450,10,47.67,140759,At-Risk
INV001406,10,47.67,71494,At-Risk
INV000030,9,47.62,76470,At-Risk
INV004202,9,47.62,91560,At-Risk
INV000493,10,47.56,130085,At-Risk
INV002069,10,47.56,82746,At-Risk
INV003767,9,47.5,129327,At-Risk
INV001738,9,47.5,157288,At-Risk
INV001853,8,47.43,158089,At-Risk
INV002402,7,47.17,91623,At-Risk
INV004680,7,47.17,22796,At-Risk
INV003635,10,47.11,111446,At-Risk
INV000531,7,47.0,151584,At-Risk
INV000293,7,47.0,70574,At-Risk
INV000609,6,47.0,44212,At-Risk
INV001048,8,47.0,36491,At-Risk
INV002390,6,47.0,90741,At-Risk
INV000971,7,46.83,38940,At-Risk
INV000408,6,46.8,47374,At-Risk
INV000449,6,46.8,59567,At-Risk
INV002712,11,46.8,102129,At-Risk
INV004154,12,46.73,173527,At-Risk
INV004400,8,46.57,187490,At-Risk
INV003082,8,46.43,40228,At-Risk
INV004996,10,46.33,84912,At-Risk
INV000109,9,46.25,67651,At-Risk
INV001318,10,46.22,112663,At-Risk
INV000881,10,46.11,61437,At-Risk
INV000048,9,46.0,40327,At-Risk
INV000113,8,46.0,84349,At-Risk
INV000772,6,46.0,88779,At-Risk
INV003860,6,46.0,134277,At-Risk
INV000292,7,46.0,123656,At-Risk
INV004289,11,45.9,42501,At-Risk
INV004358,8,45.86,82583,At-Risk
INV003735,8,45.86,88089,At-Risk
INV002950,8,45.86,52718,At-Risk
INV002693,7,45.83,166843,At-Risk
INV000865,9,45.75,164885,At-Risk
INV001288,7,45.67,127240,At-Risk
INV001580,7,45.67,85427,At-Risk
INV002726,8,45.57,41222,At-Risk
INV000033,8,45.57,46033,At-Risk
INV002142,9,45.5,118669,At-Risk
INV000249,7,45.5,194759,At-Risk
INV004177,8,45.43,43904,At-Risk
INV003872,9,45.38,147109,At-Risk
INV002259,7,45.33,139276,At-Risk
INV001990,8,45.29,60133,At-Risk
INV003320,8,45.29,107141,At-Risk
INV003601,9,45.25,59029,At-Risk
INV001407,6,45.2,49474,At-Risk
INV002645,7,45.17,89681,At-Risk
INV004947,6,45.0,52036,At-Risk
INV001019,9,44.88,62583,At-Risk
INV000858,9,44.88,70918,At-Risk
INV001262,7,44.83,135943,At-Risk
INV000094,6,44.8,49928,At-Risk
INV002102,6,44.8,90782,At-Risk
INV004295,9,44.75,72695,At-Risk
INV002017,7,44.67,48099,At-Risk
INV000086,10,44.67,81221,At-Risk
INV004805,7,44.67,90625,At-Risk
INV001466,6,44.6,102555,At-Risk
INV000586,7,44.5,138122,At-Risk
INV000980,8,44.43,208518,At-Risk
INV001828,8,44.43,57282,At-Risk
INV002886,7,44.33,111958,At-Risk
INV001562,10,44.22,66556,At-Risk
INV003304,10,44.22,135315,At-Risk
INV003024,6,44.2,49549,At-Risk
INV002052,7,44.17,143832,At-Risk
INV003317,8,44.14,75540,At-Risk
INV000091,8,44.0,55134,At-Risk
INV004579,8,43.86,26842,At-Risk
INV001457,6,43.8,85947,At-Risk
INV000369,6,43.8,22654,At-Risk
INV000412,8,43.71,87441,At-Risk
INV003948,7,43.67,125023,At-Risk
INV002881,6,43.6,73870,At-Risk
INV000460,6,43.4,35369,At-Risk
INV002841,6,43.4,66169,At-Risk
INV000279,9,43.38,61623,At-Risk
INV004864,8,43.29,85458,At-Risk
INV001063,8,43.29,30795,At-Risk
INV002843,8,43.14,39772,At-Risk
INV002198,9,43.0,50035,At-Risk
INV001938,9,43.0,46935,At-Risk
INV001142,7,42.83,60116,At-Risk
INV000699,6,42.8,51568,At-Risk
INV001753,11,42.8,111704,At-Risk
INV004248,7,42.67,105673,At-Risk
INV002304,10,42.56,88837,At-Risk
INV003943,9,42.5,34838,At-Risk
INV004460,9,42.5,22621,At-Risk
INV001972,8,42.43,147921,At-Risk
INV002149,8,42.29,71024,At-Risk
INV004682,9,42.25,189171,At-Risk
INV001037,10,42.0,73922,At-Risk
INV004321,9,42.0,112711,At-Risk
INV004297,9,41.88,122117,At-Risk
INV004281,8,41.71,144759,At-Risk
INV001002,7,41.67,38098,At-Risk
INV002751,7,41.5,95314,At-Risk
INV001069,8,41.29,96230,At-Risk
INV002906,6,41.2,88578,At-Risk
INV003405,8,41.0,95007,At-Risk
INV004840,7,41.0,22257,At-Risk
INV004410,11,40.9,80237,At-Risk
INV002579,6,40.8,136656,At-Risk
INV000864,6,40.8,72191,At-Risk
INV004004,10,40.78,126080,At-Risk
INV003153,7,40.67,82703,At-Risk
INV004017,7,40.5,30279,At-Risk
INV002347,9,40.5,30517,At-Risk
INV002122,7,40.33,66891,At-Risk
INV004001,8,40.29,82786,At-Risk
INV002927,8,40.29,84741,At-Risk
INV002831,6,40.2,41114,At-Risk
INV002391,6,40.2,59250,At-Risk
INV000011,7,40.17,93920,At-Risk
INV004326,10,40.11,113261,At-Risk
INV000823,7,39.67,49395,At-Risk
INV004617,9,39.25,110799,At-Risk
INV003558,7,39.17,76056,At-Risk
INV002384,10,39.11,107297,At-Risk
INV001920,7,39.0,111406,At-Risk
INV002467,8,38.86,200058,At-Risk
INV004007,7,38.83,30426,At-Risk
INV001025,6,38.8,77009,At-Risk
INV004834,9,38.62,172198,At-Risk
INV000446,6,38.6,31195,At-Risk
INV002445,8,38.14,93265,At-Risk
INV003009,9,38.12,44642,At-Risk
INV002723,9,37.75,44585,At-Risk
INV000328,9,37.5,64273,At-Risk
INV003338,9,37.5,153954,At-Risk
INV000155,7,37.33,57530,At-Risk
INV004511,6,37.2,43556,At-Risk
INV002865,6,37.2,101007,At-Risk
INV002688,9,37.0,127567,At-Risk
INV000714,9,37.0,47519,At-Risk
INV001210,9,36.88,84090,At-Risk
INV004807,8,36.86,33686,At-Risk
INV000665,10,36.22,56140,At-Risk
INV003045,6,36.2,32392,At-Risk
INV000052,6,36.2,24378,At-Risk
INV003455,7,35.5,79732,At-Risk
INV002464,6,35.4,50372,At-Risk
INV004134,6,35.4,19310,At-Risk
INV000676,11,35.3,174741,At-Risk
INV003025,8,35.29,71546,At-Risk
INV000566,7,35.0,120009,Healthy
INV003772,9,34.5,28922,Healthy
INV000707,9,34.38,50988,Healthy
INV003382,6,34.2,70423,Healthy
INV004927,7,34.17,95667,Healthy
INV004246,7,34.17,97439,Healthy
INV004542,7,34.0,59894,Healthy
INV001672,9,34.0,90532,Healthy
INV003650,11,33.9,43669,Healthy
INV002509,10,33.67,117779,Healthy
INV002092,7,33.5,63358,Healthy
INV002037,6,33.2,58317,Healthy
INV002388,6,33.2,109517,Healthy
INV003678,6,32.8,49783,Healthy
INV000785,6,32.6,29312,Healthy
INV000930,8,32.43,92989,Healthy
INV002810,8,32.29,198382,Healthy
INV000624,7,31.67,131937,Healthy
INV000935,9,30.88,152824,Healthy
INV004356,6,30.8,27375,Healthy
INV003828,7,30.67,130613,Healthy
INV001775,8,29.14,92864,Healthy
INV000750,9,26.5,95979,Healthy
INV001099,8,26.14,135739,Healthy
INV000334,7,25.5,43720,Healthy
INV002298,6,23.2,79273,Healthy
INV002705,8,22.57,53493,Healthy
INV002374,6,21.2,87120,Healthy
INV004701,7,20.0,40757,Healthy
INV001822,6,19.8,43103,Healthy
